ID,GPR50,MYH1,MT2A,E2F8,MYH4,MTNR1B,GLP2R,GNAO1,EGF,BUB1B,MMP3,PLK1,MMP1,MT1E,MT1F,FOXM1,E2F1,MYH7,CCL20,MMP9,CDC20,GLP1R,ADRA1D,MT1G,ADRA1A,IGF1,MT1X,CDK1,MYH8,GNG4,MYH13
TCGA-DD-AADP-01A-11R-A39D-07,0,19,2355,48,884,0,6,424,1,160,4,157,27,702,113,734,321,35,4097,168,144,1,1,520,167,171,334,373,1,4,0
TCGA-DD-AADI-01A-11R-A41C-07,0,27,1167,22,4216,0,6,38,0,34,0,53,0,187,67,298,234,1,1271,933,138,0,1,1,16,179,80,156,0,5,110
TCGA-ED-A627-01A-12R-A311-07,0,0,26167,24,2,0,45,530,1,52,0,98,9,6761,2851,215,130,5,741,98,72,4,13,7730,990,382,3022,87,0,6,0
TCGA-CC-5263-01A-01R-A131-07,19,1,1126,1011,12,0,13,185,294,2035,17,2077,301,168,45,3796,3053,3,866,899,2788,1077,3,175,138,292,251,2880,4,7,26
TCGA-G3-A5SL-01A-11R-A27V-07,0,0,2509,39,1,26,1,51,1,75,0,80,5,663,30,402,129,1,54,83,88,11,190,401,508,922,1819,211,0,1384,0
TCGA-DD-A4NS-01A-11R-A311-07,0,0,9359,30,0,0,160,299,1,62,1,125,47,2535,469,264,165,4,281,127,85,5,5,1507,602,971,841,106,0,639,0
TCGA-DD-A113-11A-12R-A131-07,0,1,36611,1,0,0,32,1081,0,7,0,13,11,13762,4928,29,12,0,160,73,9,0,4,22533,2254,2147,4594,14,0,1,0
TCGA-DD-AACE-01A-11R-A41C-07,0,0,3115,60,0,21,0,10,0,75,0,79,4,721,17,194,159,0,19,71,113,0,0,375,1030,1239,772,73,0,1,0
TCGA-RC-A7SK-01A-11R-A352-07,0,6,4491,57,45,0,6,40,33,124,0,222,6,1198,145,425,322,0,56,21,181,13,0,251,17,237,510,154,0,16,0
TCGA-DD-AAEA-01A-11R-A41C-07,0,0,2782,68,0,43,0,16,0,104,0,136,4,1200,178,524,751,0,65,319,227,1,2,320,336,431,593,319,0,456,0
TCGA-DD-AACG-01A-11R-A41C-07,0,8,14903,58,19,0,1,21,0,84,0,344,49,7875,533,806,502,0,763,873,1090,371,70,5688,55,107,4099,369,4,462,0
TCGA-QA-A7B7-01A-11R-A32O-07,33,94,429,896,257,749,0,177,5,661,0,1573,37,85,38,2195,2532,4,524,96,3063,0,0,81,1499,2264,52,1286,44,7,23
TCGA-FV-A495-01A-11R-A266-07,0,59,8523,63,1913,0,20,53,0,47,0,328,4,2293,596,681,1606,1,126,344,732,1,3,1986,73,779,685,303,17,21,20
TCGA-DD-A4NN-01A-11R-A28V-07,0,23,446,478,1637,49,33,44,0,380,0,537,38,69,15,1305,1306,1,248,280,757,115,13,26,24,115,25,1110,0,124,41
TCGA-G3-A25U-01A-11R-A16W-07,0,0,19146,319,0,0,1,106,0,431,1,312,5,8643,1469,966,1316,0,94,10,500,0,4,8079,3599,944,2146,198,0,0,0
TCGA-ED-A4XI-01A-11R-A266-07,0,27,7212,22,11845,0,18,256,28,43,1,91,17,1770,345,170,77,0,200,85,84,1,3,1770,382,412,532,76,4,33,12
TCGA-DD-A39Y-01A-11R-A213-07,0,0,2415,113,2,37,21,79,1,342,0,958,89,576,63,885,478,1,1843,416,3631,5,9,361,1,112,212,731,0,4,0
TCGA-LG-A6GG-01A-11R-A311-07,0,0,4495,141,0,0,0,11,1,111,0,201,17,264,114,437,481,3,2153,28,124,1,3,226,1112,2702,495,235,1,1,0
TCGA-DD-A4NA-01A-11R-A266-07,79,1,4822,96,4,0,6,332,1,331,1,293,71,1064,162,454,406,0,510,1807,206,29,4,73,0,431,226,480,0,6,0
TCGA-BW-A5NQ-01A-11R-A27V-07,0,24,12590,663,3,0,0,40,0,899,93,685,86,6298,2280,2162,695,0,1212,848,1979,0,21,11635,135,224,1654,1684,8,34,0
TCGA-2Y-A9GV-01A-11R-A38B-07,0,0,8707,11,1,0,0,1130,0,27,0,60,0,2941,420,160,46,1,338,56,35,5,0,5556,1764,3713,2517,48,0,1,1
TCGA-G3-A3CJ-01A-11R-A213-07,0,0,166633,5,3,0,0,516,0,19,0,22,8,31379,1767,174,78,0,10,88,46,0,0,21258,137,61,16673,39,0,0,0
TCGA-G3-AAUZ-01A-11R-A38B-07,0,0,8953,106,0,0,1,154,0,60,1,175,0,3873,671,785,1620,0,34,132,315,0,0,2294,139,646,1349,267,0,4,4
TCGA-DD-A73E-01A-12R-A32O-07,0,0,4246,36,0,0,0,13,7,91,0,57,24,890,52,263,186,1,1,26,84,1,6,1745,405,3139,920,116,0,0,0
TCGA-BD-A3EP-11A-12R-A22L-07,0,0,37416,6,0,0,26,627,1,4,0,14,4,11529,2047,17,29,0,65,173,5,0,2,16531,2859,664,3931,14,0,4,0
TCGA-BD-A3EP-01A-11R-A22L-07,1,8,7063,108,32,0,8,342,161,105,6,177,12,747,132,330,188,1,1665,837,228,18,6,1108,161,1148,724,118,4,75,5
TCGA-DD-AAEB-01A-11R-A41C-07,0,0,10434,1,0,0,0,24,0,1,0,25,0,4798,76,150,52,0,4,79,62,0,2,3209,86,574,9068,35,0,312,0
TCGA-UB-A7MC-01A-11R-A33R-07,0,0,260634,352,0,0,1,48,53,673,2,575,23,88937,39167,1900,1096,0,73,24,309,1,9,523548,327,403,39912,1249,0,45,0
TCGA-EP-A3RK-01A-11R-A22L-07,0,4,1886,153,0,1,0,456,40,269,130,492,50,323,91,1289,1112,0,653,1659,730,4,4,462,192,736,367,697,0,25,0
TCGA-EP-A3RK-11A-11R-A22L-07,0,0,16025,8,3,0,53,521,0,22,0,35,2,9365,1469,85,35,0,17,20,34,0,0,9661,3183,4750,3653,45,0,0,0
TCGA-MI-A75H-01A-11R-A32O-07,0,0,5246,18,0,0,0,518,0,50,3,55,3,643,52,261,219,0,74,80,131,1,6,779,80,1756,1557,153,0,0,0
TCGA-2Y-A9H4-01A-11R-A38B-07,0,0,1614,34,0,0,0,471,3,70,0,198,19,599,144,386,886,0,5,106,196,0,1,462,128,2074,210,93,0,0,0
TCGA-DD-A1EA-01A-11R-A131-07,0,0,3273,120,0,0,1,8,3,136,48,214,27,716,153,470,220,0,141,216,226,1,8,259,563,1459,763,254,0,10,0
TCGA-CC-A5UC-01A-11R-A28V-07,0,0,3421,99,106,1,12,67,0,193,0,653,64,1286,239,1250,591,0,1826,891,533,48,5,855,109,107,355,1101,0,1217,0
TCGA-FV-A496-01A-11R-A266-07,1,0,4811,49,39,0,0,125,1,40,0,137,1,1150,119,328,202,1,116,31,174,1,2,523,1783,135,476,104,0,16,0
TCGA-DD-AACV-01A-11R-A41C-07,0,6,3232,668,162,0,0,215,1,582,0,604,0,1802,216,1598,1313,0,25,4,1038,0,0,1216,435,673,434,659,11,37,0
TCGA-DD-AACU-01A-11R-A41C-07,0,4,2124,58,188,1,4,39,171,119,1,100,3,545,89,327,217,0,903,249,244,0,1,97,33,129,104,119,1,1,0
TCGA-ZS-A9CF-01A-11R-A38B-07,0,0,1116,338,407,0,0,607,103,190,0,472,154,200,119,982,858,0,89,237,830,0,1,248,239,3404,154,838,0,0,0
TCGA-DD-AAVV-01A-11R-A41C-07,0,33,6492,36,4021,0,19,44,91,122,0,231,45,1922,165,288,636,0,1089,1051,215,68,51,3561,338,545,708,205,0,168,4
TCGA-DD-AAVR-01A-11R-A41C-07,0,98,3860,31,2964,0,4,51,20,50,0,141,4,561,82,189,92,1,1082,612,184,1,26,145,46,202,300,186,0,8,17
TCGA-4R-AA8I-01A-11R-A38B-07,0,1,11712,195,11,0,8,195,75,141,56,237,29,3765,553,689,291,4,529,53,264,0,3,4241,1488,1676,1601,408,0,40,116
TCGA-DD-AACJ-01A-11R-A41C-07,0,0,2068,14,0,0,0,12,0,24,0,75,10,102,69,247,92,1,167,211,129,0,1,99,153,55,1108,38,0,2189,0
TCGA-DD-AAVS-01A-11R-A41C-07,0,31,1131,334,1301,0,0,27,0,292,0,360,9,302,81,999,486,3,4215,257,357,302,3,538,241,216,146,676,0,144,18
TCGA-3K-AAZ8-01A-12R-A39D-07,0,0,7540,11,0,0,6,82,1,22,0,41,37,131,236,207,98,0,376,273,46,12,0,31,160,2668,999,69,0,98,0
TCGA-ED-A7PY-01A-11R-A33R-07,0,46,713,29,7139,0,4,16,0,58,1,77,3,55,31,309,143,0,1135,3,133,96,1,18,1,128,45,279,4,72,16
TCGA-DD-A116-01A-11R-A131-07,0,0,10546,66,2,0,24,217,0,48,20,275,34,3995,262,659,1052,0,91,115,210,5,270,1844,102,427,1201,148,0,2483,4
TCGA-DD-A1EK-01A-11R-A213-07,0,0,1129,61,0,182,0,369,2,74,3,195,30,75,38,360,211,0,181,391,174,0,2,194,219,1375,984,127,0,0,0
TCGA-DD-AAE6-01A-11R-A41C-07,0,0,2513,212,4,0,0,15,0,257,0,863,10,519,474,2100,1522,0,136,8,853,0,0,545,1,30,319,797,0,2691,0
TCGA-RC-A6M6-01A-11R-A32O-07,18,1,2541,172,0,0,6,21,15,675,1,906,47,348,85,1850,638,0,3355,809,1768,1,10,155,0,61,146,808,1,152,1
TCGA-DD-AAC9-01A-11R-A41C-07,0,4,189622,12,1788,0,6,186,2,18,0,76,4,26162,28912,130,63,0,988,651,80,0,2,312466,158,435,12034,44,0,0,0
TCGA-UB-AA0U-01A-11R-A38B-07,0,0,4981,548,0,0,17,471,1,376,0,461,3,1505,200,847,1005,0,674,157,464,0,2,1052,512,1241,659,831,0,0,5
TCGA-2Y-A9HB-01A-11R-A39D-07,0,1,2078,69,10328,0,5,50,136,81,0,149,4,239,53,224,107,0,237,310,152,4,0,21,494,1153,286,144,6,1,1
TCGA-EP-A26S-01A-11R-A16W-07,0,0,2832,81,0,0,18,138,0,97,0,141,1,1369,31,242,207,3,10,112,112,4,1,225,1217,665,1163,158,1,76,0
TCGA-G3-A25S-01A-11R-A16W-07,0,11,1846,117,0,0,4,26,171,92,0,434,12,209,93,754,1044,0,3977,451,476,0,1,593,162,949,272,607,6,4,1
TCGA-DD-AAEG-01A-11R-A39D-07,0,40,3709,69,25485,0,28,121,880,159,1,261,6,347,89,490,540,1,243,142,327,5,111,113,391,502,235,359,11,197,4
TCGA-UB-A7ME-01A-11R-A33J-07,0,1,2987,209,1469,0,76,52,1,119,3,707,12,812,137,815,530,1,288,2237,623,5,5,459,24,266,194,451,1,877,1
TCGA-YA-A8S7-01A-11R-A37K-07,0,0,15769,182,0,0,83,691,161,451,72,1090,1186,3052,342,1652,805,0,1474,409,1321,0,2,1561,160,1652,2864,1150,1,14,4
TCGA-DD-A4NQ-01A-21R-A28V-07,14,1,5844,108,5,22,8,42,123,205,11,550,142,1175,284,1055,251,0,271,398,579,4,15,1464,582,128,786,887,0,4298,1
TCGA-DD-AADU-01A-11R-A41C-07,0,0,22665,0,0,0,0,124,4,17,0,59,8,9026,328,136,68,0,40,102,52,0,8,7096,298,176,5289,28,0,701,0
TCGA-DD-AAVY-01A-11R-A41C-07,0,0,1164,6,0,0,0,7,0,15,0,27,11,96,6,67,26,0,4,9,17,0,0,57,87,241,244,19,0,94,0
TCGA-2Y-A9H2-01A-12R-A38B-07,0,0,2350,134,0,1,9,218,3,416,1,432,23,1129,200,1352,677,1,1528,1388,698,27,2,449,308,780,277,298,0,3,1
TCGA-CC-5260-01A-01R-A131-07,0,1,782,141,1,0,76,80,1,429,0,315,5,194,99,1055,506,20,337,124,435,1,2,38,21,200,72,235,0,188,0
TCGA-DD-A1EH-11A-11R-A131-07,0,0,32057,3,0,0,36,465,0,22,0,23,0,12389,4981,76,27,5,14,22,27,0,0,22223,1770,4772,5833,27,0,1,0
TCGA-FV-A2QR-11A-11R-A213-07,0,0,37604,11,0,0,51,282,1,16,1,31,11,10011,1623,56,27,0,972,186,17,3,29,7588,1288,513,2922,22,1,12,1
TCGA-CC-A7IF-01A-11R-A33J-07,0,0,990,203,1,0,6,190,0,338,1,373,13,206,48,1294,1449,0,79,70,314,5,0,25,0,71,78,418,0,758,1
TCGA-DD-A3A5-01A-11R-A22L-07,0,6,1738,114,226,0,0,375,0,69,0,331,11,134,67,479,979,0,92,61,323,1,0,58,89,439,140,285,1,0,0
TCGA-DD-AACY-01A-11R-A41C-07,0,23,855,14,21203,0,0,80,7,31,1,54,9,108,19,103,52,0,541,58,63,0,1,1,187,1963,57,53,1,0,4
TCGA-DD-AACC-01A-11R-A41C-07,0,0,11793,84,0,0,4,346,0,64,0,178,3,1723,365,461,289,3,419,841,360,4,0,1246,141,489,1507,341,0,191,0
TCGA-CC-A7IH-01A-11R-A33J-07,0,0,954,66,0,0,0,84,0,104,0,187,20,413,37,463,279,0,5,15,194,0,0,151,131,1810,335,372,1,10,0
TCGA-BW-A5NO-01A-11R-A27V-07,0,84,1030,43,2542,95,0,61,0,65,0,73,72,483,213,277,199,0,204,421,188,0,1,878,130,257,227,122,13,79,4
TCGA-CC-A7IJ-01A-11R-A33R-07,18,0,3923,478,0,26,0,117,400,1225,3,3235,85,1504,935,8023,910,3,14,309,3208,0,32,431,35,2049,1254,3042,0,92,0
TCGA-G3-AAV1-01A-11R-A38B-07,0,0,3083,48,0,0,0,26,193,162,29,276,65,765,78,478,427,0,1449,165,279,0,6,941,485,146,734,178,0,1190,0
TCGA-DD-AACI-01A-11R-A41C-07,0,204,4972,5,8887,0,0,7,226,10,0,36,3,1006,81,133,228,0,1201,461,96,0,5,551,1,114,323,56,0,20,1
TCGA-CC-A9FS-01A-11R-A37K-07,1,0,1122,106,0,0,4,90,1,124,3,123,0,312,47,725,736,0,574,64,158,18,3,205,954,125,145,380,0,828,0
TCGA-GJ-A3OU-01A-31R-A38B-07,0,0,6486,60,0,380,25,204,1,129,1,321,24,845,183,665,219,4,773,9772,273,0,1,936,185,257,652,403,1,8,4
